"Pewnej nocy zbudziło mnie nagle ciche rżenie pod oknem. Zerwałem się z łóżka i wyjrzałem do ogrodu, Na ścieżce stał osiodłany mój wspaniały wierzchowiec Ali Baba, który najwidoczniej dosłyszał moje wołanie, a teraz na mój widok parsknął radośnie i zbliżył się aż pod samo okno. Ubrałem się po ciemku, porwałem strzelbę i zachowując jak największą ciszę, wyskoczyłem przez okno wprost na grzbiet Ali Baby. Rumak ruszył z kopyta, przesadził kilka ogrodowych parkanów i pobiegł przed siebie, unosząc mnie nie wiadomo dokąd.","PL"
"Strzał był niechybny. Wilk skulił się, wyprężył jakby do skoku, wreszcie padł tuż u kopyt Ali Baby. Zeskoczyłem z siodła i zbliżyłem się do zabitego zwierza. W chwili jednak gdy stałem nad nim, podziwiając jego wielki wspaniały łeb, wilk ostatnim widocznie wysiłkiem dźwignął się i wbił mi kieł, ostry jak sztylet, w prawe udo.","PL"
"Półprzytomny z bólu i przerażenia, dosiadłem Ali Baby, i pocwałowałem w kierunku pałacu. Gdy wkradłem się do ogrodu, była jeszcze noc. Zbliżyłem się do okna i wskoczyłem do pokoju, pozostawiając konia własnemu losowi. Nikt najwidoczniej nie odstrzegł mojej nieobecności, toteż jak najszybciej położyłem się do łóżka i natychmiast usnąłem kamiennym snem.","PL"
" Wyleczyłem cię, mój mały książę. albowiem znam tajemnice niedostępne dla ludzi białych. Wiem, w jaki sposób powstała twoja rana. Zastrzeliłeś króla wilków, a wiedz o tym, że wilki mszczą się okrutnie i nie przebaczą ci tego nigdy.","PL"
"Wreszcie pewnego dnia wilki zagroziły stolicy. Nie było takiej siły, która mogłaby powstrzymać ich przerażający pochód. Pewnego listopadowego ranka wilki wtargnęły do pałacu. Miałem wówczas lat czternaście, ale byłem silny i odważny.","PL"
"Co działo się potem   nie wiem. Gdy odzyskałem przytomność, rodzice moi już nie żyli, wilki grasowały w pałacu, a ja leżałem na posadzce przywalony odłamkami krzeseł i wszelkiego rodzaju sprzętów. Głowę miałem potłuczoną. Wzywałem pomocy, ale z ust moich wydobywały się tylko końcówki wyrazów.","PL"
" Słuchajcie, chłopcy! Niektórym z was wydaje się, że jestem jakimś czarownikiem lub sztukmistrzem. Takiemu, co tak myśli, powiedzcie, że jest głupi. Lubię robić wynalazki i znam się trochę na bajkach. To wszystko.","PL"
"Jeśli macie zamiar przypisywać mi jakieś niezwykłe rzeczy, to mnie to wcale nie obchodzi. Możecie sobie roić, co tylko wam się podoba. Nie wtrącam się do cudzych spraw. Są tacy, co wierzą, że człowiek może przedzierzgnąć się w ptaka.","PL"
"Powiększająca pompka pana Kleksa w ogóle zasługuje na uwagę. Z wyglądu przypomina zwykłą oliwiarkę, używaną do oliwienia maszyny do szycia. Gdy pan Kleks przykłada pompkę do jakiegokolwiek przedmiotu i naciska jej denko, przedmiot ów zaczyna natychmiast rosnąć i powiększać się. Dzięki temu pan Kleks może w jednej chwili z niemowlęcia przeobrazić się w dorosłego człowieka, dzięki temu również na obiad dla całej Akademii wystarcza kawałek mięsa wielkości dłoni, gdyż po upieczeniu pan Kleks powiększa go za pomocą swej pompki do rozmiarów dużej pieczeni.","PL"
"Pan Kleks jest średniego wzrostu, ale nie wiadomo zupełnie, czy jest gruby, czy chudy, albowiem cały tonie po prostu w swoim ubraniu. Nosi szerokie spodnie, które chwilami, zwłaszcza podczas wiatru, przypominają balon; niezwykle obszerny, długi surdut koloru czekoladowego lub bordo; aksamitną cytrynową kamizelkę, zapinaną na szklane guziki wielkości śliwek; sztywny, bardzo wysoki kołnierzyk oraz aksamitną kokardkę zamiast krawata. Szczególną osobliwość stroju pana Kleksa stanowią kieszenie, których ma niezliczoną po prostu ilość. W spodniach jego zdołałem naliczyć szesnaście kieszeni, w kamizelce zaś dwadzieścia cztery.","PL"
"Na widok pana Kleksa wszyscy się rozstąpili. Pan Kleks kazał nam otoczyć tramwaj i wziąć się za ręce, ażeby nikt nie miał do niego dostępu, po czym zbliżył się do motorniczego, który wił się w bólach, i dał mu połknąć małe niebieskie szkiełko. Następnie zajął się zepsutym tramwajem. Wyjął więc ze swych bezdennych kieszeni małą słuchawkę, młoteczek, angielski plasterek, słoiczek z żółtą maścią i flaszkę z jodyną.","PL"
"Wracając do codziennych zwyczajów pana Kleksa, chciałbym jeszcze wspomnieć tutaj, że rano, gdy tylko pan Kleks się ubierze, schodzi na dół na lekcje. Właściwie nie można powiedzieć, że pan Kleks schodzi, gdyż zjeżdża po poręczy, siedząc na niej jak na koniu i przytrzymując sobie oburącz binokle na nosie. Nie byłoby w tym zresztą nic szczególnego, gdyby nie to, że pan Kleks równie łatwo wjeżdża po poręczy na górę. W tym celu nabiera pełne usta powietrza, wydyma policzki i staje się lekki jak piórko.","PL"
"Sypialnia nasza jest bardzo obszerna. Wzdłuż ścian biegną umywalnie i każdy z nas ma swój własny prysznic. Myjemy się bardzo chętnie, gdyż z pryszniców tryska woda sodowa z sokiem, przy czym na każdy dzień tygodnia przypada inny sok. Jeśli chodzi o mnie, to najstaranniej myję się w środy, gdyż tego dnia do wody dodawany jest sok malinowy, za którym przepadam.","PL"
"Po apelu pan Kleks wchodzi do dużej szafy stojącej w rogu gabinetu i przez okienko w jej drzwiach odbiera od nas senne lusterka. Mają one swoje szczególne przeznaczenie. Na nocnych stolikach przy każdym z łóżek stoi takie lusterko przez całą noc. Odbijają się w nich nasze sny i rano, gdy lusterka oddajemy panu Kleksowi, ogląda on dokładnie, co śniło się każdemu z nas.","PL"
"Po lekcji kleksografii zabraliśmy się do przędzenia liter. Zauważyliście pewno wszyscy, że drukowane litery w książkach składają się z czarnych niteczek, posplatanych w najrozmaitszy sposób. Pan Kleks nauczył nas rozplątywać litery, rozplatać poszczególne małe niteczki i łączyć je w jedną długą nitkę, którą następnie nawija się na szpulkę. W ten sposób nawinęliśmy już na szpulki mnóstwo książek z biblioteki pana Kleksa, tak że na półkach zostały tylko puste stronice, bez liter.","PL"
"W Akademii pana Kleksa nie ma żadnej służby i wszystkie niezbędne czynności wykonywane są przez nas samych. Obowiązki podzielone są między uczniami w ten sposób, że każdy z nas ma jakieś określone stałe funkcje gospodarskie. Anastazy otwiera i zamyka bramę, a nadto zarządza balonikami pana Kleksa. Pięciu Aleksandrów zajmuje się naszą garderobą i bielizną, to znaczy, że dbają o jej czystość, cerują pończochy i przyszywają guziki.","PL"
"Wzdłuż jednej ściany stały na długich stołach blaszane puszki, wypełnione szkiełkami przeróżnych barw i odcieni. Po przeciwległej stronie umieszczone były naczynia z jadalnymi farbami oraz ogromny zbiór najdziwaczniejszych pędzli i pędzelków. Na oknach stały drewniane skrzynki z jaskrawymi kwiatami, wśród których przeważały nasturcje i pelargonie. Pośrodku kuchni wznosił się wielki stół z metalowym blatem.","PL"
"Podczas gdy chłopcy jedli pierwsze danie, pan Kleks zabrał się do przyrządzania pieczystego. W tym celu włożył do dużej brytfanny jeden płomyk świecy, położył na nim maleńki kawałeczek mięsa, wrzucił dwa szkiełka  jedno czerwone i jedno białe, wszystko to posypał szarym proszkiem, a gdy mięso już się upiekło i szkiełka rozgotowały się, przyłożył do brytfanny powiększającą pompkę i kilkakrotnie nacisnął jej denko. Brytfanna natychmiast wypełniła się po brzegi apetyczną i wonną pieczenią wołową, obłożoną buraczkami i tłuczonymi kartoflami. Na kartoflach wymalował pan Kleks zielony koperek.","PL"
"Muszę ci to wytłumaczyć   powiedział pan Kleks widząc moje zdziwienie.   Przed wielu, wielu laty przebywałem w Pekinie, stolicy Chin, i zaprzyjaźniłem się tam z pewnym chińskim uczonym, doktorem Paj Chi Wo. Nazwisko to na pewno już nieraz obiło ci się o uszy. Otóż wspomniany doktor Paj Chi Wo nauczył mnie wyrabiać jadalne farby, które stanowią esencję rozmaitych smaków.","PL"
"Doktor Paj Chi Wo odkrył mi również inne swoje tajemnice oraz nauczył mnie wszystkiego, co dzisiaj umiem. Między innymi wyjawił mi ukryte znaczenie ludzkich imion. Tym więc tłumaczy się, że do mojej Akademii przyjmuję tylko uczniów, których imiona zaczynają się na literę A, gdyż wiadomo z góry, że są zdolni i pracowici. Do imienia Mateusz przywiązane są wszelkie pomyślności.","PL"
"Nie zwlekając zabraliśmy się do roboty. Artur związał koniec sznura w pętlę i zarzucił ją na jeden z konarów drzewa. Rzut był celny. Sznur mocno zawisnął na grubym sęku, dokoła którego pętla się zacisnęła.","PL"
"Świecąc latarkami, krok za krokiem zaczęliśmy zstępować w dół po wąskich stopniach schodków. Naliczyłem ich ogółem dwieście trzydzieści siedem. Schodzenie trwało dobry kwadrans, a kiedy wreszcie stanęliśmy na samym dole, oczom naszym ukazał się wylot ciemnego wąskiego korytarza. Szliśmy przed siebie starając się zachować jak największą ciszę.","PL"
"Przyznaję, że ze strachu miałem duszę na ramieniu, a równocześnie dokładnie słyszałem bicie nie tylko własnego serca, ale również serca Artura. Kilkakrotnie musieliśmy skręcać to w prawo, to w lewo, aż w końcu znaleźliśmy się w ogromnej sali, oświetlonej jaskrawym zielonym światłem. Pośrodku stały trzy żelazne skrzynie z pięknymi okuciami. Bez trudu otworzyłem pierwszą z nich.","PL"
"Nie dotykajcie mnie!   rzekła żabka.   Wiem, że jesteście z Akademii pana Kleksa i zupełnie bez potrzeby zabłąkaliście się do sąsiedniej bajki, do bajki o Królewnie Żabce. Jeśli mnie dotkniecie, natychmiast przemienicie się w żaby i zostaniecie już tutaj na zawsze. Bajka o mnie jest wprawdzie bardzo piękna, ale nie ma końca i od pięćdziesięciu lat czekam na to, aby ktoś wymyślił jej zakończenie.","PL"
" Każdy z was może zatrzymać sobie na własność to, co dzisiaj znalazł   oświadczył pan Kleks.   A teraz nie traćmy więcej czasu. O czwartej mamy pójść do miasta. Wobec tego, że zostały jeszcze trzy kwadranse, niechaj nam Adaś Niezgódka opowie, jak to było wtenczas, kiedy mu się zachciało latać, i co przy tej sposobności widział.","PL"
"Gdy idąc w ślad pana Kleksa nabrałem w płuca pewną ilość powietrza i poczułem wewnątrz niezwykłą lekkość, zrozumiałem, że już gotów jestem do lotu. Wydąłem więc policzki i począłem natychmiast unosić się w górę. Ujrzałem pod sobą Akademię pana Kleksa, która oddalała się ode mnie z wielką szybkością, park malał i jakby uciekał w dół, koledzy poczęli gwałtownie się zmniejszać. Gdy tak zupełnie pomimo woli wznosiłem się coraz wyżej, ogarnęło mnie uczucie lęku i postanowiłem jak najprędzej lądować, okazało się jednak, że nie mam najmniejszego pojęcia o kierowaniu sobą w powietrzu.","PL"
"Zawisłem w powietrzu jak balon i wiatr niósł mnie nie wiadomo dokąd. Zauważyłem, że przeleciałem już ponad murem Akademii pana Kleksa, spodziewałem się, że zobaczę teraz z góry wszystkie sąsiednie bajki, do których tyle razy przedostawałem się przez furtki w parku. Poza murem jednak nie dojrzałem zgoła nic prócz kilku zielonych pagórków, brzozowego gaju i obsypanych kwiatami łąk. Bajek nie było nawet śladu i mur, tak jak każdy inny mur, najzwyczajniej otaczał zabudowania Akademii.","PL"
"Na placach poczęły gromadzić się grupy przechodniów z zadartymi do góry głowami. Widziałem, jak niektórzy z nich wdrapywali się na słupy i na dachy i przyglądali mi się przez długie lunety, a po chwili poczułem na sobie światło reflektorów. Tymczasem mój lot nie ustawał i w dalszym ciągu nie wiedziałem, w jaki sposób wrócić na ziemię. Szybko zapadał mrok, nagle się ochłodziło i po chwili zacząłem dygotać z zimna i ze strachu.","PL"
"Wiedziałem, że nie mogę spodziewać się pomocy pana Kleksa, gdyż jego wszechwidzące oko znajdowało się na księżycu, a na nikogo innego liczyć nie mogłem. Z nastaniem nocy ogarnęła mnie trwoga nie dająca się opisać. Dokoła widziałem już tylko gwiazdy. Wreszcie, nie wiedząc kiedy i jak, wyczerpany lotem, płaczem i strachem, zapadłem w głęboki sen.","PL"
"Nagle obudziło mnie silne uderzenie w plecy. Otworzyłem oczy i ujrzałem przed sobą mur, o który widocznie uderzył mnie podmuch wiatru. Stałem wprawdzie na ziemi, ale ziemia ta była zupełnie przezroczysta i błękitna jak niebo. Ogromne złociste słońce widniało w dole i promienie jego grzały niezwykle.","PL"
"Postanowiłem zdobyć się na odwagę i posuwając się wzdłuż muru odnaleźć jakieś wejście. Szedłem bardzo długo po przezroczystej ziemi, aż wreszcie tak jak przewidywałem, natrafiłem na dużą bramę z matowych szyb. Po krótkim wahaniu zapukałem. Jedna z szyb odsunęła się i ujrzałem groźną głowę buldoga, który trzy razy warknął i szybko zasunął szybę.","PL"
"Niech cię to nie martwi. Przyzwyczaisz się szybko do nowego otoczenia. Trafiłeś po prostu do psiego raju. Wszystkie psy po śmierci dostają się tutaj, gdzie nie doznają żadnych trosk ani przykrości.","PL"
"Wasz ludzki raj mieści się o wiele, wiele wyżej. Nasz znajduje się na połowie drogi i bardzo wiele ludzi, udając się do ludzkiego raju, zawadza o nas. Psy bardzo kochają ludzi, wiesz o tym. Dlatego też przyjmujemy ich tutaj bardzo chętnie i gościnnie, a po pewnym czasie wyprawiamy w dalszą drogę.","PL"
" A teraz   rzekł Reks   pozwól, że ci przedstawię moich przyjaciół. Oto buldog Tom, który pilnuje naszej bramy. Służył niegdyś wiernie królowej angielskiej, dlatego też wszyscy niezmiernie go szanujemy. Ten pudel, którego poznałeś, ma na imię Glu Glu.","PL"
" Jakie to dziwne   ciągnął Lord   że ludzie nie rozumieją naszej mowy, chociaż mówimy przecież zupełnie wyraźnie. Nieraz też zastanawiałem się nad tym, dlaczego w niektórych miejscach wiszą tabliczki z napisem  Zły pies. Żaden Pies nigdy nie bywa zły. To nieprawda.","PL"
"Rozejrzałem się dokoła. Plac był po prostu wspaniały. Schludne jasne domki otaczały go ze wszystkich stron. Przed domkami na miękkich poduszkach leżały świeżo wykąpane szczenięta.","PL"
"Niektóre z nich bawiły się piłkami, inne ssały kawałki cukru, jeszcze inne łapały muchy, które dobrowolnie wpadały im do pyszczków. Pośrodku placu stał pomnik starszego pana, pod którym umocowana była tablica z napisem  Doktorowi Dolittle, dobroczyńcy i lekarzowi zwierząt, wdzięczne psy. Pomnik był cały zrobiony z czekolady i mnóstwo psów oblizywało go dookoła. Reks utorował mi drogę do pomnika.","PL"
" Ta wyżlica to pani Nola. Nigdy nie rozstaje się z parasolką, chociaż deszczów u nas nie bywa, a słońce świeci od spodu. Ten wielki dog nazywa się Tango. Co dzień przejada się serdelkami i musi zażywać olej rycynowy.","PL"
" Bardzo prosto   odrzekł Reks.   Gdy pomnik doktora Dolittle zostaje doszczętnie zjedzony, wiemy, że upłynął jeden dzień. Budowa nowego pomnika zabiera tyleż godzin, co jego zjedzenie. Odpowiada to razem ziemskiej dobie.","PL"
"W ten sposób obliczymy tutaj czas. Tydzień określamy nazwą siedmiu pomników. Trzydzieści pomników stanowi miesiąc. Rok składa się z trzystu sześćdziesięciu pięciu pomników.","PL"
" Zaprowadzę was dzisiaj na zwiedzenie najciekawszej fabryki na świecie. Ujrzycie najwspanialsze urządzenia i maszyny, przy których pracuje dwanaście tysięcy majstrów i robotników. Mój przyjaciel, inżynier Kopeć, jest kierownikiem tej fabryki i obiecał oprowadzić nas po wszystkich halach fabrycznych, abyśmy mogli przyjrzeć się pracy ludzi i maszyn. Będzie to bardzo pouczająca wycieczka.","PL"
"Na placu Czterech Wiatrów wsiedliśmy do tramwaju, który miał zawieść nas do fabryki. Ponieważ dla wszystkich nie wystarczyło miejsca, pan Kleks przy pomocy swojej powiększającej pompki rozszerzył tramwaj o sześć brakujących siedzeń, dzięki czemu jechaliśmy bardzo wygodnie. Droga początkowo prowadziła przez miasto, po pewnym zaś czasie wydostaliśmy się na brzeg rzeki i niebawem wjechaliśmy na samogrający most. Jak nam objaśnił pan Kleks, ciężar tramwaju wprawił w ruch maszynerię mostu, dzięki czemu z ukrytych w nim trąbek popłynęły dźwięki marsza ołowianych żołnierzy.","PL"
"Po drugiej stronie rzeki rozrzucone było malownicze, schludne miasteczko. Były to domki robotników zatrudnionych w fabryce. Sama fabryka ukazała się naszym oczom za zakrętem, gdzie znajdował się końcowy przystanek tramwajowy. Od tego miejsca prowadziły do fabryki ruchome chodniki.","PL"
"Wreszcie pan Kleks stracił cierpliwość. Wypłynął szybko przez okno i po paru minutach wrócił niosąc w palcach pająka   krzyżaka. Przyłożył doń powiększającą pompkę i pająk szybko zaczął się powiększać. Gdy był już wielkości kota, pan Kleks wzbił się wraz z nim w górę i umieścił go na suficie.","PL"
"Niebawem ujrzeliśmy mnóstwo nitek zwieszających się z sufitu aż do podłogi, a po kwadransie olbrzymia pajęczyna przedzieliła pokój na dwie części. Setki i tysiące much, całe ich zgiełkliwe roje wpadały w nastawione sieci, ale nic nie było w stanie osłabić ich waleczności i bojowego ducha. Pająk rzucał się żarłocznie na złowione w pajęczynę muchy, pożerał ich szturmujące oddziały, wysysał z nich wszystkie soki, miażdżył je i tratował wielkimi włochatymi łapami, ale po krótkim czasie tak już się nimi nasycił, że działanie powiększającej pompki ustało. Pająk zaczął się zmniejaszać, wrócił do swej normalnej wielkości, zmniejszyła się również jego pajęczyna i muchy w jedno okamgnienie rozszarpały go na strzępy, mszcząc się w ten sposób za klęskę swych towarzyszek.","PL"
" Od dzisiaj proszę sobie znaleźć innego fryzjera. Nie będę więcej strzygł ani pana, ani pańskich uczniów. Dosyć mam już wyczekiwania i obietnic. Przyprowadzę go w tym tygodniu.","PL"
"Pan Kleks był nie w humorze. W ogóle stracił humor od czasu owej kłótni z Filipem. Nie przypuszczałem, że Filip może być kimś ważnym w życiu pana Kleksa i że ten fryzjer i dostawca piegów ma prawo podnosić na niego głos i trzaskać drzwiami. Pan Kleks nie mylił się, że Filip chyba zwariował.","PL"
" Tobie jednemu mogę to wyznać, bo jesteś moim najlepszym uczniem. Filip domaga się, abym przyjął do Akademii dwóch jego synów. Powymyślał dla nich nowe imiona, które zaczynają się na literę A, i grozi mi, że w razie ich nieprzyjęcia odbierze nam wszystkie piegi. W dodatku ostatnio zwariował, robi mi na złość i nie przestaje się śmiać.","PL"
" Poznaję cię, chłopcze, byłeś niedawno w mojej bajce i zachowałam o tobie miłe wspomnienie. Czy widzisz, co się stało? Pan Kleks z niewiadomych powodów zabrał całą wodę ze stawu, pozostawiając wszystkie żaby, ryby i raki na pastwę losu. Postanowiłam nieść im ratunek i dlatego opuściłam mój podziemny pałac. Chociaż jestem z innej bajki, ale żaba łatwiej zrozumie żabę niż pana Kleksa.","PL"
" Kluczyk?   rzekłem.   Kluczyk? Ależ tak, oczywiście, chętnie ci go zwrócę, królewo. Nie pamiętam tylko, gdzie go schowałem. Zdaje się, że zabrał go pan Kleks.","PL"
" Przykro mi, Adasiu, że robisz takie zdziwione oczy. Ach, to wszystko wina tego podłego Filipa. Chce mnie po prostu zniszczyć. Wszystko się we mnie psuje i coraz trudniej zachować mi normalny wzrost.","PL"
" Szkoda, wielka szkoda!   rzekł po chwili.   Żaby nie będą nam więcej układały swoich wierszyków. Ale nie miałem przecież innego wyjścia. Musiałem ugasić płomyki świec, w przeciwnym bowiem razie cała Akademia poszłaby z dymem.","PL"
" Muszę ci wyznać   zauważył szeptem   że mam jeszcze jedną zgryzotę. Od czasu kłopotów z Filipem pozarastała mi większość moich kieszeni. Nie mogę już wcale do nich się dostać. Ale kluczyk szczęśliwie znalazłem.","PL"
"Takiego wiatru nigdym dotąd nie widział. Dął jednocześnie we wszystkich kierunkach, unosząc z sobą wszystko, co tylko napotkał na drodze. Śnieg rozwiał się natychmiast, a srebrne widelce, uniesione w górę, zawisły w niebie jak gwiazdy. Zrobiło się bardzo zimno.","PL"
"Wobec tego pobiegłem czym prędzej na górę i zapukałem do sypialni pana Kleksa. Ponieważ nikt nie odpowiedział, zapukałem powtórnie, potem jeszcze raz. Ale Pan Kleks miał widocznie bardzo mocny sen albo też w ogóle nie chciał się obudzić. Nacisnąłem klamkę.","PL"
"Postanowiłem więc sam pójść do kuchni i przyrządzić kolację dla chłopców i dla Filipa. Znalazłem w spiżarni dzbanek z mlekiem, pieczywo, masło, trochę sera, kurę na zimno. Ustawiłem to wszystko na tacy i sięgnąłem do kredensu po talerze i szklanki. Naraz w jednej ze szklanek dostrzegłem coś szarego.","PL"
"W przekonaniu, że to mysz nakryłem szklankę dłonią i zbliżyłem do światła. To, co zobaczyłem, napełniło mnie przerażeniem. W szklance siedział pan Kleks. Maleńki pan Kleks.","PL"
" Popatrzcie, chłopcy   zwrócił się do nas pan Kleks.   Alojzy nie jest żywym człowiekiem, tylko lalką. Byłem zawsze przeciwny wprowadzaniu lalek do mojej Akademii. Ale teraz już nic nie poradzę.","PL"
"Alojzy został w nocy podstępnie przemycony. Będę miał z nim mnóstwo kłopotów. Muszę go nauczyć czuć, myśleć i mówić. Spróbuję, może mi się uda.","PL"
"Bez chwili zwłoki przy pomocy trzech wyznaczonych kolegów zabrałem się do przenoszenia Alojzego. Jakżeż wielkie jednak było moje zdziwienie, gdy okazało się, że niczyja pomoc nie jest mi potrzebna i że sam jeden z łatwością mogę unieść Alojzego. Był lekki jak piórko. Gdy trzymałem go na rękach, chłopcy otoczyli mnie ze wszystkich stron, pragnąc dokładnie się przyjrzeć.","PL"
" Słuchajcie, chłopcy! Jutro punktualnie o jedenastej rano odbędzie się wielka uroczystość w naszej Akademii. Domyślacie się zapewne, o co chodzi. Otóż opowiem wam, co moje prawe oko widziało na księżycu, czyli historię o księżycowych ludziach. Na uroczystość tę zaprosiłem sąsiednie bajki.","PL"
"Powiększyłem trzykrotnie salę szkolną, aby wszyscy mogli się w niej pomieścić. Cały dzisiejszy dzień przeznaczam na przygotowania. Chciałbym, abyście wyglądali schludnie i czysto. Poza tym proszę, abyście zajęli się uporządkowaniem parku i Akademii.","PL"
"Na świeżo zafroterowanej posadzce w gabinecie pana Kleksa pojawiła się nie wiadomo skąd kałuża atramentu. Z poduszek, które wietrzyły się na dziedzińcu, zaczęły się nagle unosić tumany pierza. Obsiadło ono dywany, meble i nasze ubrania, tak że ledwo mogliśmy się potem doczyścić. Okazało się, że czyjaś niewidzialna ręka poprzecinała poduszki nożem.","PL"
" Przewidziałem, że z tym Alojzym będą nieprzyjemności   rzekł z zakłopotaniem.   Trudno. Dajcie mu, chłopcy, spokój, to nie jest wina jego, lecz mechanizmu. Tak jak nastawia się budzik na pewną godzinę, można również nastawić mechaniczną lalkę na wykonywanie pewnych czynności.","PL"
" Nie znam mechanizmu Alojzego. Jest to sekret Filipa, który go skonstruował. Dlatego też musimy być dla Alojzego wyrozumiali i cierpliwi. W gruncie rzeczy prześcignął was wszystkich.","PL"
"Jest po prostu cudownym tworem. Nauczył się już w Akademii wszystkiego i umie nawet mówić po chińsku. Zdaje mi się, że dosłownie zjadł mój słownik chiński, bo nigdzie go nie mogę znaleźć. Idźcie do swojej pracy.","PL"
" Nudno mi   rzekł szeptem Alojzy.   Jesteście głupcy, jeśli możecie wytrzymać z tym waszym panem Kleksem. Przy pierwszej sposobności ucieknę stąd i wyjadę do Chin. Właśnie nigdzie indziej, tylko do Chin.","PL"
" Nie prosiłem pana Kleksa, aby uczył mnie myśleć. Mogłem bez tego się obejść. Wiem, że jestem zupełnie niepodobny do was, chociaż na pozór niczym się od was nie różnię. Właściwie nie cierpię was wszystkich, a na pana Kleksa nie mogę patrzyć.","PL"
"Przed ganek zajeżdżały powozy i złocone karety, w powietrzu latające dywany i skrzynie furkotały jak samoloty. Przeróżne królewny i księżniczki ciągnęły w otoczeniu swoich dworzan i paziów. Gnomy i krasnoludki roiły się na ścieżkach, jak owe żaby po spuszczeniu stawu przez pana Kleksa. Przybywały też zwierzęta znane z niektórych bajek, a więc kot w butach, kura znosząca złote jajka, niedźwiadek Miś, Koziołek Matołek, Kaczka Dziwaczka, lis przechera, czapla i żuraw, a nawet konik polny i mrówka.","PL"
